"id","sampleid","submited_datetime","datestart","dateend","notes","type","collection","location_id","loginname_id"
250,LAR_02122021,2021-12-02 00:00:00,2021-12-01,2021-12-02,"",rawWW,cpTP24h,6,
251,LIM_02122021,2021-12-02 00:00:00,2021-12-01,2021-12-02,"",rawWW,cpTP24h,1,
252,PAF_02122021,2021-12-02 00:00:00,2021-12-01,2021-12-02,"",rawWW,cpTP24h,2,
253,ANT_02122021,2021-12-02 00:00:00,2021-12-01,2021-12-02,"",rawWW,cpTP24h,5,
254,VAT_06122021,2021-12-06 00:00:00,2021-12-05,2021-12-06,"",rawWW,cpTP24h,7,
255,AYI_06122021,2021-12-06 00:00:00,2021-12-05,2021-12-06,"",rawWW,cpTP24h,4,
256,PAR_06122021,2021-12-06 00:00:00,2021-12-05,2021-12-06,"",rawWW,cpTP24h,3,
257,LAR_06122021,2021-12-06 00:00:00,2021-12-05,2021-12-06,"",rawWW,cpTP24h,6,
258,LIM_06122021,2021-12-06 00:00:00,2021-12-05,2021-12-06,"",rawWW,cpTP24h,1,
259,PAF_06122021,2021-12-06 00:00:00,2021-12-05,2021-12-06,"",rawWW,cpTP24h,2,
260,ANT_06122021,2021-12-06 00:00:00,2021-12-05,2021-12-06,"",rawWW,cpTP24h,5,
261,VAT_09122021,2021-12-09 00:00:00,2021-12-08,2021-12-09,"",rawWW,cpTP24h,7,
262,AYI_09122021,2021-12-09 00:00:00,2021-12-08,2021-12-09,"",rawWW,cpTP24h,4,
263,PAR_09122021,2021-12-09 00:00:00,2021-12-08,2021-12-09,"",rawWW,cpTP24h,3,
264,LAR_09122021,2021-12-09 00:00:00,2021-12-08,2021-12-09,"",rawWW,cpTP24h,6,
265,LIM_09122021,2021-12-09 00:00:00,2021-12-08,2021-12-09,"",rawWW,cpTP24h,1,
266,PAF_09122021,2021-12-09 00:00:00,2021-12-08,2021-12-09,"",rawWW,cpTP24h,2,
267,ANT_09122021,2021-12-09 00:00:00,2021-12-08,2021-12-09,"",rawWW,cpTP24h,5,
268,VAT_13122021,2021-12-13 00:00:00,2021-12-12,2021-12-13,"",rawWW,cpTP24h,7,
269,AYI_13122021,2021-12-13 00:00:00,2021-12-12,2021-12-13,"",rawWW,cpTP24h,4,
270,PAR_13122021,2021-12-13 00:00:00,2021-12-12,2021-12-13,"",rawWW,cpTP24h,3,
271,LAR_13122021,2021-12-13 00:00:00,2021-12-12,2021-12-13,"",rawWW,cpTP24h,6,
272,LIM_13122021,2021-12-13 00:00:00,2021-12-12,2021-12-13,"",rawWW,cpTP24h,1,
273,PAF_13122021,2021-12-13 00:00:00,2021-12-12,2021-12-13,"",rawWW,cpTP24h,2,
274,ANT_13122021,2021-12-13 00:00:00,2021-12-12,2021-12-13,"",rawWW,cpTP24h,5,
275,VAT_16122021,2021-12-16 00:00:00,2021-12-15,2021-12-16,"",rawWW,cpTP24h,7,
276,AYI_16122021,2021-12-16 00:00:00,2021-12-15,2021-12-16,"",rawWW,cpTP24h,4,
277,PAR_16122021,2021-12-16 00:00:00,2021-12-15,2021-12-16,"",rawWW,cpTP24h,3,
278,LAR_16122021,2021-12-16 00:00:00,2021-12-15,2021-12-16,"",rawWW,cpTP24h,6,
279,LIM_16122021,2021-12-16 00:00:00,2021-12-15,2021-12-16,"",rawWW,cpTP24h,1,
280,PAF_16122021,2021-12-16 00:00:00,2021-12-15,2021-12-16,"",rawWW,cpTP24h,2,
281,ANT_21122021,2021-12-21 00:00:00,2021-12-20,2021-12-21,"",rawWW,cpTP24h,5,
282,VAT_20122021,2021-12-20 00:00:00,2021-12-19,2021-12-20,"",rawWW,cpTP24h,7,
283,AYI_20122021,2021-12-20 00:00:00,2021-12-19,2021-12-20,"",rawWW,cpTP24h,4,
284,PAR_20122021,2021-12-20 00:00:00,2021-12-19,2021-12-20,"",rawWW,cpTP24h,3,
285,LAR_20122021,2021-12-20 00:00:00,2021-12-19,2021-12-20,"",rawWW,cpTP24h,6,
286,LIM_20122021,2021-12-20 00:00:00,2021-12-19,2021-12-20,"",rawWW,cpTP24h,1,
287,PAF_20122021,2021-12-20 00:00:00,2021-12-19,2021-12-20,"",rawWW,cpTP24h,2,
288,ANT_20122021,2021-12-20 00:00:00,2021-12-19,2021-12-20,"",rawWW,cpTP24h,5,
289,VAT_23122021,2021-12-23 00:00:00,2021-12-22,2021-12-23,"",rawWW,cpTP24h,7,
290,AYI_23122021,2021-12-23 00:00:00,2021-12-22,2021-12-23,"",rawWW,cpTP24h,4,
291,PAR_23122021,2021-12-23 00:00:00,2021-12-22,2021-12-23,"",rawWW,cpTP24h,3,
292,LAR_23122021,2021-12-23 00:00:00,2021-12-22,2021-12-23,"",rawWW,cpTP24h,6,
293,LIM_23122021,2021-12-23 00:00:00,2021-12-22,2021-12-23,"",rawWW,cpTP24h,1,
294,PAF_23122021,2021-12-23 00:00:00,2021-12-22,2021-12-23,"",rawWW,cpTP24h,2,
295,ANT_23122021,2021-12-23 00:00:00,2021-12-22,2021-12-23,"",rawWW,cpTP24h,5,
296,VAT_27122021,2021-12-27 00:00:00,2021-12-26,2021-12-27,"",rawWW,cpTP24h,7,
297,AYI_27122021,2021-12-27 00:00:00,2021-12-26,2021-12-27,"",rawWW,cpTP24h,4,
298,PAR_27122021,2021-12-27 00:00:00,2021-12-26,2021-12-27,"",rawWW,cpTP24h,3,
299,LAR_27122021,2021-12-27 00:00:00,2021-12-26,2021-12-27,"",rawWW,cpTP24h,6,
300,LIM_27122021,2021-12-27 00:00:00,2021-12-26,2021-12-27,"",rawWW,cpTP24h,1,
301,PAF_27122021,2021-12-27 00:00:00,2021-12-26,2021-12-27,"",rawWW,cpTP24h,2,
302,ANT_27122021,2021-12-27 00:00:00,2021-12-26,2021-12-27,"",rawWW,cpTP24h,5,
303,VAT_30122021,2021-12-30 00:00:00,2021-12-29,2021-12-30,"",rawWW,cpTP24h,7,
304,AYI_30122021,2021-12-30 00:00:00,2021-12-29,2021-12-30,"",rawWW,cpTP24h,4,
305,PAR_30122021,2021-12-30 00:00:00,2021-12-29,2021-12-30,"",rawWW,cpTP24h,3,
306,LAR_30122021,2021-12-30 00:00:00,2021-12-29,2021-12-30,"",rawWW,cpTP24h,6,
307,LIM_30122021,2021-12-30 00:00:00,2021-12-29,2021-12-30,"",rawWW,cpTP24h,1,
308,PAF_30122021,2021-12-30 00:00:00,2021-12-29,2021-12-30,"",rawWW,cpTP24h,2,
309,ANT_30122021,2021-12-30 00:00:00,2021-12-29,2021-12-30,"",rawWW,cpTP24h,5,
310,VAT_03012022,2022-01-03 00:00:00,2022-01-02,2022-01-03,"",rawWW,cpTP24h,7,
311,AYI_03012022,2022-01-03 00:00:00,2022-01-02,2022-01-03,"",rawWW,cpTP24h,4,
312,PAR_03012022,2022-01-03 00:00:00,2022-01-02,2022-01-03,"",rawWW,cpTP24h,3,
313,LAR_03012022,2022-01-03 00:00:00,2022-01-02,2022-01-03,"",rawWW,cpTP24h,6,
314,LIM_03012022,2022-01-03 00:00:00,2022-01-02,2022-01-03,"",rawWW,cpTP24h,1,
315,PAF_03012022,2022-01-03 00:00:00,2022-01-02,2022-01-03,"",rawWW,cpTP24h,2,
316,ANT_03012022,2022-01-03 00:00:00,2022-01-02,2022-01-03,"",rawWW,cpTP24h,5,
317,ANT_24012022,2022-02-01 15:47:44,2022-01-23,2022-01-24,,rawWW,cpTP24h,5,3
318,PAF_24012022,2022-02-01 15:52:55,2022-01-23,2022-01-24,,rawWW,cpTP24h,2,3
319,AYI_13012022,2022-01-25 18:46:12,2022-01-12,2022-01-13,,rawWW,cpTP24h,4,3
320,PAF_13012022,2022-01-25 18:35:12,2022-01-12,2022-01-13,,rawWW,cpTP24h,2,3
321,LIM_13012022,2022-01-25 17:42:46,2022-01-12,2022-01-13,,rawWW,cpTP24h,1,3
322,ANT_13012022,2022-01-25 18:14:16,2022-01-12,2022-01-13,,rawWW,cpTP24h,5,3
323,VAT_13012022,2022-01-25 18:20:52,2022-01-12,2022-01-13,,rawWW,cpTP24h,7,3
324,AYI_24012022,2022-02-01 15:56:13,2022-01-23,2022-01-24,,rawWW,cpTP24h,4,3
325,LIM_20012022,2022-02-01 12:08:59,2022-01-19,2022-01-20,,rawWW,cpTP24h,1,3
326,LIM_27012022,2022-02-07 12:59:26,2022-01-26,2022-01-27,Influent samples,rawWW,cpTP24h,1,2
327,LIM_03022022,2022-02-10 11:42:34,2022-02-02,2022-02-03,Influent samples,rawWW,cpTP24h,1,2
328,LIM_07022022,2022-02-10 13:02:49,2022-02-06,2022-02-07,Influent samples,rawWW,cpTP24h,1,2
329,ANT_08022022,2022-02-10 13:09:46,2022-02-07,2022-02-08,Influent samples,rawWW,cpTP24h,5,2
330,PAF_07022022,2022-02-10 13:13:57,2022-02-06,2022-02-07,Influent samples,rawWW,cpTP24h,2,2
331,AYI_07022022,2022-02-10 13:19:17,2022-02-06,2022-02-07,Influent samples,rawWW,cpTP24h,4,2
332,PAR_10012022,2022-01-25 18:41:51,2022-01-09,2022-01-10,,rawWW,cpTP24h,3,3
333,ANT_28032022,2022-03-31 16:05:29,2022-03-27,2022-03-28,Influent samples,rawWW,cpTP24h,5,2
334,VAT_24032022,2022-03-31 16:06:14,2022-03-23,2022-03-24,Influent samples,rawWW,cpTP24h,7,2
335,VAT_28032022,2022-03-31 16:06:49,2022-03-27,2022-03-28,Influent samples,rawWW,cpTP24h,7,2
336,PAF_24032022,2022-03-31 16:08:02,2022-03-23,2022-03-24,Influent samples,rawWW,cpTP24h,2,2
337,PAF_28032022,2022-03-31 16:08:47,2022-03-27,2022-03-28,Influent samples,rawWW,cpTP24h,2,2
338,PAR_24032022,2022-03-31 16:09:53,2022-03-23,2022-03-24,Influent samples,rawWW,cpTP24h,3,2
339,PAR_28032022,2022-03-31 16:10:28,2022-03-27,2022-03-28,Influent samples,rawWW,cpTP24h,3,2
340,AYI_24032022,2022-03-31 16:11:08,2022-03-23,2022-03-24,Influent samples,rawWW,cpTP24h,4,2
341,AYI_28032022,2022-03-31 16:23:27,2022-03-27,2022-03-28,Influent samples,rawWW,cpTP24h,4,2
342,LIM_31032022,2022-04-08 16:53:06,2022-03-30,2022-03-31,Influent samples,rawWW,cpTP24h,1,6
344,LAR_31032022,2022-04-08 16:55:10,2022-03-30,2022-03-31,Influent samples,rawWW,cpTP24h,6,6
345,LAR_04042022,2022-04-08 16:55:44,2022-04-03,2022-04-04,Influent samples,rawWW,cpTP24h,6,6
346,ANT_31032022,2022-04-08 16:56:54,2022-03-30,2022-03-31,Influent samples,rawWW,cpTP24h,5,6
347,ANT_04042022,2022-04-08 16:57:24,2022-04-03,2022-04-04,Influent samples,rawWW,cpTP24h,5,6
348,VAT_31032022,2022-04-08 16:58:06,2022-03-30,2022-03-31,Influent samples,rawWW,cpTP24h,7,6
349,VAT_04042022,2022-04-08 16:58:41,2022-04-03,2022-04-04,Influent samples,rawWW,cpTP24h,7,6
351,PAF_04042022,2022-04-08 17:00:42,2022-04-03,2022-04-04,Influent samples,rawWW,cpTP24h,2,6
352,PAR_31032022,2022-04-08 17:01:43,2022-03-30,2022-03-31,Influent samples,rawWW,cpTP24h,3,6
353,PAR_04042022,2022-04-08 17:02:19,2022-04-03,2022-04-04,Influent samples,rawWW,cpTP24h,3,6
354,AYI_31032022,2022-04-08 17:02:57,2022-03-30,2022-03-31,Influent samples,rawWW,cpTP24h,4,6
355,AYI_04042022,2022-04-08 17:03:34,2022-04-03,2022-04-04,Influent samples,rawWW,cpTP24h,4,6
356,LAR_24032022,2022-04-12 12:10:47,2022-03-23,2022-03-24,Influent samples,rawWW,cpTP24h,6,6
357,LAR_28032022,2022-04-12 12:11:27,2022-03-27,2022-03-28,Influent samples,rawWW,cpTP24h,6,6
358,LAR_31032022,2022-04-12 12:12:09,2022-03-30,2022-03-31,Influent samples,rawWW,cpTP24h,6,6
359,LAR_04042022,2022-04-12 12:12:46,2022-04-03,2022-04-04,Influent samples,rawWW,cpTP24h,6,6
360,PAR_24032022,2022-04-12 12:16:37,2022-03-23,2022-03-24,Influent samples,rawWW,cpTP24h,3,6
361,PAR_28032022,2022-04-12 12:17:15,2022-03-27,2022-03-28,Influent samples,rawWW,cpTP24h,3,6
362,PAR_31032022,2022-04-12 12:18:01,2022-03-30,2022-03-31,Influent samples,rawWW,cpTP24h,3,6
363,AYI_24032022,2022-04-12 12:19:14,2022-03-23,2022-03-24,Influent samples,rawWW,cpTP24h,4,6
364,AYI_28032022,2022-04-12 12:19:58,2022-03-27,2022-03-28,Influent samples,rawWW,cpTP24h,4,6
365,AYI_31032022,2022-04-12 12:20:36,2022-03-30,2022-03-31,Influent samples,rawWW,cpTP24h,4,6
368,LAR_07042022,2022-04-14 14:57:25,2022-04-06,2022-04-07,Influent samples,rawWW,cpTP24h,6,6
369,LAR_11042022,2022-04-14 14:58:59,2022-04-10,2022-04-11,Influent samples,rawWW,cpTP24h,6,6
370,ANT_07042022,2022-04-14 15:00:42,2022-04-06,2022-04-07,Influent samples,rawWW,cpTP24h,5,6
371,ANT_11042022,2022-04-14 15:01:24,2022-04-10,2022-04-11,Influent samples,rawWW,cpTP24h,5,6
372,VAT_07042022,2022-04-14 15:04:59,2022-04-06,2022-04-07,Influent samples,rawWW,cpTP24h,7,6
373,VAT_11042022,2022-04-14 15:05:55,2022-04-10,2022-04-11,Influent samples,rawWW,cpTP24h,7,6
374,PAF_07042022,2022-04-14 15:48:04,2022-04-06,2022-04-07,Influent samples,rawWW,cpTP24h,2,6
375,PAF_11042022,2022-04-14 15:49:35,2022-04-10,2022-04-11,Influent samples,rawWW,cpTP24h,2,6
376,PAR_07042022,2022-04-14 15:50:35,2022-04-06,2022-04-07,Influent samples,rawWW,cpTP24h,3,6
377,PAR_11042022,2022-04-14 15:51:13,2022-04-10,2022-04-11,Influent samples,rawWW,cpTP24h,3,6
378,AYI_07042022,2022-04-14 15:51:59,2022-04-06,2022-04-07,Influent samples,rawWW,cpTP24h,4,6
379,AYI_11042022,2022-04-14 15:52:50,2022-04-10,2022-04-11,Influent samples,rawWW,cpTP24h,4,6
382,LAR_14042022,2022-04-27 11:58:20,2022-04-13,2022-04-14,Influent samples,rawWW,cpTP24h,6,6
383,LAR_18042022,2022-04-27 11:59:04,2022-04-17,2022-04-18,Influent samples,rawWW,cpTP24h,6,6
384,ANT_14042022,2022-04-27 12:00:06,2022-04-13,2022-04-14,Influent samples,rawWW,cpTP24h,5,6
385,ANT_18042022,2022-04-27 12:00:47,2022-04-17,2022-04-18,Influent samples,rawWW,cpTP24h,5,6
386,VAT_14042022,2022-04-27 12:03:12,2022-04-13,2022-04-14,Influent samples,rawWW,cpTP24h,7,6
387,VAT_18042022,2022-04-27 12:03:52,2022-04-17,2022-04-18,Influent samples,rawWW,cpTP24h,7,6
388,PAF_14042022,2022-04-27 12:04:51,2022-04-13,2022-04-14,Influent samples,rawWW,cpTP24h,2,6
389,PAF_18042022,2022-04-27 12:07:19,2022-04-17,2022-04-18,Influent samples,rawWW,cpTP24h,2,6
390,PAR_14042022,2022-04-27 12:10:16,2022-04-13,2022-04-14,Influent samples,rawWW,cpTP24h,3,6
391,PAR_18042022,2022-04-27 12:11:19,2022-04-17,2022-04-18,Influent samples,rawWW,cpTP24h,3,6
392,AYI_14042022,2022-04-27 12:12:07,2022-04-13,2022-04-14,Influent samples,rawWW,cpTP24h,4,6
393,AYI_18042022,2022-04-27 12:13:15,2022-04-17,2022-04-18,Influent samples,rawWW,cpTP24h,4,6
343,LIM_04042022,2022-04-08 16:53:50,2022-04-03,2022-04-04,Influent samples,rawWW,cpTP24h,1,6
366,LIM_07042022,2022-04-14 14:55:22,2022-04-06,2022-04-07,Influent samples,rawWW,cpTP24h,1,6
367,LIM_11042022,2022-04-14 14:56:17,2022-04-10,2022-04-11,Influent samples,rawWW,cpTP24h,1,6
380,LIM_14042022,2022-04-27 11:39:15,2022-04-13,2022-04-14,Influent samples,rawWW,cpTP24h,1,6
381,LIM_18042022,2022-04-27 11:40:01,2022-04-17,2022-04-18,Influent samples,rawWW,cpTP24h,1,6
394,LAR_07042022,2022-04-28 16:28:22,2022-04-06,2022-04-07,Influent samples,rawWW,cpTP24h,6,6
395,LAR_11042022,2022-04-28 16:28:57,2022-04-10,2022-04-11,Influent samples,rawWW,cpTP24h,6,6
396,ANT_21032022,2022-04-28 16:29:55,2022-03-20,2022-03-21,Influent samples,rawWW,cpTP24h,5,6
397,ANT_24032022,2022-04-28 16:30:39,2022-03-23,2022-03-24,Influent samples,rawWW,cpTP24h,5,6
398,ANT_28032022,2022-04-28 16:31:29,2022-03-27,2022-03-28,Influent samples,rawWW,cpTP24h,5,6
399,ANT_31032022,2022-04-28 16:32:18,2022-03-30,2022-03-31,Influent samples,rawWW,cpTP24h,5,6
400,ANT_04042022,2022-04-28 16:32:52,2022-04-03,2022-04-04,Influent samples,rawWW,cpTP24h,5,6
401,ANT_07042022,2022-04-28 16:33:26,2022-04-06,2022-04-07,Influent samples,rawWW,cpTP24h,5,6
